GEOID,district,state,year,race,estimate,moe
1306,6,Georgia,2020,black,0.134075578,0.00593954
1306,6,Georgia,2020,native american,0.001689674,0.000393774
1306,6,Georgia,2020,asian,0.117947948,0.003164682
1306,6,Georgia,2020,pacific islander,0.00014355,0.000101407
1306,6,Georgia,2020,other,0.006355703,0.001589584
1306,6,Georgia,2020,mixed,0.030181031,0.003808681
1306,6,Georgia,2020,hispanic or latino,0.122749625,0.003690154
1307,7,Georgia,2020,white,0.417588283,0.005568084
1307,7,Georgia,2020,black,0.205153056,0.005665243
1307,7,Georgia,2020,native american,0.00115392,0.000389838
1307,7,Georgia,2020,asian,0.14834229,0.003080319
1307,7,Georgia,2020,pacific islander,0,3.96E-05
1307,7,Georgia,2020,other,0.003764034,0.000929613
1307,7,Georgia,2020,mixed,0.028474954,0.003160685
1307,7,Georgia,2020,hispanic or latino,0.195523462,0.004565301
1308,8,Georgia,2020,white,0.583749027,0.002041509
1308,8,Georgia,2020,black,0.310862657,0.003124212
1308,8,Georgia,2020,native american,0.002383638,0.000477291
1308,8,Georgia,2020,asian,0.014977635,0.000998227
1308,8,Georgia,2020,pacific islander,0.000563175,0.000330865
1308,8,Georgia,2020,other,0.001537467,0.000518121
1308,8,Georgia,2020,mixed,0.018842422,0.002306201
1308,8,Georgia,2020,hispanic or latino,0.067083979,0.000782813
1309,9,Georgia,2020,white,0.767645455,0.003280833
1309,9,Georgia,2020,black,0.064763355,0.001920264
1309,9,Georgia,2020,native american,0.001574223,0.000415511
1309,9,Georgia,2020,asian,0.012900503,0.000888695
1309,9,Georgia,2020,pacific islander,0.00012059,9.70E-05
1309,9,Georgia,2020,other,0.002061826,0.000617368
1309,9,Georgia,2020,mixed,0.020071672,0.001777391
1309,9,Georgia,2020,hispanic or latino,0.130862375,0.001833754
1310,10,Georgia,2020,white,0.63896839,0.006197377
1310,10,Georgia,2020,black,0.253476441,0.004558139
1310,10,Georgia,2020,native american,0.00062529,0.000267037
1310,10,Georgia,2020,asian,0.022170695,0.001704014
1310,10,Georgia,2020,pacific islander,0.000597529,0.000475908
1310,10,Georgia,2020,other,0.002236767,0.000879108
1310,10,Georgia,2020,mixed,0.020885744,0.002224869
1310,10,Georgia,2020,hispanic or latino,0.061039145,0.00304581
1311,11,Georgia,2020,white,0.653924323,0.005830915
1311,11,Georgia,2020,black,0.16451593,0.005562073
1311,11,Georgia,2020,native american,0.000886279,0.000248261
1311,11,Georgia,2020,asian,0.034997067,0.001870318
1311,11,Georgia,2020,pacific islander,0.000520962,0.000366603
1311,11,Georgia,2020,other,0.005300949,0.001194997
1311,11,Georgia,2020,mixed,0.027155625,0.002600951
1311,11,Georgia,2020,hispanic or latino,0.112698866,0.003150212
1312,12,Georgia,2020,white,0.543470063,0.003103388
1312,12,Georgia,2020,black,0.345374333,0.00281266
1312,12,Georgia,2020,native american,0.001609977,0.000425122
1312,12,Georgia,2020,asian,0.016934928,0.000861214
1312,12,Georgia,2020,pacific islander,0.000847501,0.000449806
1312,12,Georgia,2020,other,0.003791811,0.001415244
1312,12,Georgia,2020,mixed,0.024035831,0.002434164
1312,12,Georgia,2020,hispanic or latino,0.063935557,0.000981894
1313,13,Georgia,2020,white,0.2346234,0.005330373
1313,13,Georgia,2020,black,0.598223642,0.008645462
1313,13,Georgia,2020,native american,0.001032313,0.000299955
1313,13,Georgia,2020,asian,0.026921953,0.002164612
1313,13,Georgia,2020,pacific islander,0.000273985,0.000196075
1313,13,Georgia,2020,other,0.00434091,0.001667283
1313,13,Georgia,2020,mixed,0.022658954,0.002682716
1313,13,Georgia,2020,hispanic or latino,0.111924842,0.004142238
1314,14,Georgia,2020,white,0.753213648,0.001688814
1314,14,Georgia,2020,black,0.088221526,0.001883517
1314,14,Georgia,2020,native american,0.001535536,0.000577207
1314,14,Georgia,2020,asian,0.0099727,0.000673868
1314,14,Georgia,2020,pacific islander,0.000156039,0.000121517
1314,14,Georgia,2020,other,0.001815854,0.000643489
1314,14,Georgia,2020,mixed,0.02623668,0.00223426
1314,14,Georgia,2020,hispanic or latino,0.118848016,0.000218179
1501,1,Hawaii,2020,white,0.152842655,0.002651833
1501,1,Hawaii,2020,black,0.021156646,0.001265069
1501,1,Hawaii,2020,native american,0.000808002,0.000261787
1501,1,Hawaii,2020,asian,0.490378261,0.005119707
1501,1,Hawaii,2020,pacific islander,0.0744933,0.003522098
1501,1,Hawaii,2020,other,0.001415066,0.000406124
1501,1,Hawaii,2020,mixed,0.170843705,0.004682452
1501,1,Hawaii,2020,hispanic or latino,0.088062365,0.002507496
1502,2,Hawaii,2020,white,0.27803609,0.002559599
1502,2,Hawaii,2020,black,0.014268433,0.001333066
1502,2,Hawaii,2020,native american,0.002143279,0.000473792
1502,2,Hawaii,2020,asian,0.246125207,0.004238898
1502,2,Hawaii,2020,pacific islander,0.118312066,0.003997796
1502,2,Hawaii,2020,other,0.002157296,0.000594343
1502,2,Hawaii,2020,mixed,0.212331772,0.005614016
1502,2,Hawaii,2020,hispanic or latino,0.126625857,0.002485306
1601,1,Idaho,2020,white,0.827239381,0.003044877
1601,1,Idaho,2020,black,0.00534825,0.000955084
1601,1,Idaho,2020,native american,0.01152234,0.000730551
1601,1,Idaho,2020,asian,0.011530007,0.00096056
1601,1,Idaho,2020,pacific islander,0.001610061,0.000330774
1601,1,Idaho,2020,other,0.002140176,0.000870747
1601,1,Idaho,2020,mixed,0.027920864,0.002020791
1601,1,Idaho,2020,hispanic or latino,0.112688922,0.001831307
1602,2,Idaho,2020,white,0.79900827,0.00296069
1602,2,Idaho,2020,black,0.006745048,0.000796332
1602,2,Idaho,2020,native american,0.009919677,0.000675099
1602,2,Idaho,2020,asian,0.015541541,0.001186178
1602,2,Idaho,2020,pacific islander,0.001356141,0.000418371
1602,2,Idaho,2020,other,0.001522539,0.00051821
1602,2,Idaho,2020,mixed,0.023183948,0.001560572
1602,2,Idaho,2020,hispanic or latino,0.142722836,0.001988452
1701,1,Illinois,2020,white,0.346544481,0.004918732
1701,1,Illinois,2020,black,0.499674589,0.009451793
1701,1,Illinois,2020,native american,0.000673508,0.000253806
1701,1,Illinois,2020,asian,0.020266199,0.001827687
1701,1,Illinois,2020,pacific islander,7.09E-06,1.42E-05
1701,1,Illinois,2020,other,0.002699702,0.000887612
1701,1,Illinois,2020,mixed,0.018486721,0.001989329
1701,1,Illinois,2020,hispanic or latino,0.111647712,0.00515127
1702,2,Illinois,2020,white,0.260448467,0.003611406
1702,2,Illinois,2020,black,0.568976841,0.007218481
1702,2,Illinois,2020,native american,0.000916564,0.000355078
1702,2,Illinois,2020,asian,0.007433549,0.001469389
1702,2,Illinois,2020,pacific islander,0.000128463,9.96E-05
1702,2,Illinois,2020,other,0.00206696,0.000599014
1702,2,Illinois,2020,mixed,0.016993238,0.001896638
1702,2,Illinois,2020,hispanic or latino,0.143035919,0.003980918
1703,3,Illinois,2020,white,0.559772283,0.007170867
1703,3,Illinois,2020,black,0.047327723,0.002708837
1703,3,Illinois,2020,native american,0.000701559,0.000241382
1703,3,Illinois,2020,asian,0.044568068,0.002522508
1703,3,Illinois,2020,pacific islander,8.47E-05,6.63E-05
1703,3,Illinois,2020,other,0.001274664,0.000611218
1703,3,Illinois,2020,mixed,0.013576653,0.002060918
1703,3,Illinois,2020,hispanic or latino,0.332694354,0.008041817
1704,4,Illinois,2020,white,0.233670931,0.005479612
1704,4,Illinois,2020,black,0.034821298,0.002571495
1704,4,Illinois,2020,native american,0.000444926,0.000191728
1704,4,Illinois,2020,asian,0.038070427,0.002256828
1704,4,Illinois,2020,pacific islander,5.71E-05,5.85E-05
1704,4,Illinois,2020,other,0.00178263,0.000662998
1704,4,Illinois,2020,mixed,0.013775137,0.001560167
1704,4,Illinois,2020,hispanic or latino,0.677377572,0.010043029
1705,5,Illinois,2020,white,0.669249077,0.008057608
1705,5,Illinois,2020,black,0.028219926,0.002087253
1705,5,Illinois,2020,native american,0.000581449,0.000252097
1705,5,Illinois,2020,asian,0.073787089,0.003845153
1705,5,Illinois,2020,pacific islander,0.000403897,0.000220923
1705,5,Illinois,2020,other,0.002480307,0.000767133
1705,5,Illinois,2020,mixed,0.027318612,0.002277003
1705,5,Illinois,2020,hispanic or latino,0.197959643,0.005257437
1706,6,Illinois,2020,white,0.745692301,0.00668274
1706,6,Illinois,2020,black,0.024507988,0.002130348
1706,6,Illinois,2020,native american,0.000479708,0.0001811
1706,6,Illinois,2020,asian,0.097412616,0.003591593
1706,6,Illinois,2020,pacific islander,8.29E-05,6.08E-05
1706,6,Illinois,2020,other,0.001668611,0.000521182
1706,6,Illinois,2020,mixed,0.024885395,0.002192558
1706,6,Illinois,2020,hispanic or latino,0.105270434,0.004411383
1707,7,Illinois,2020,white,0.29132718,0.005773003
1707,7,Illinois,2020,black,0.43756918,0.007792582
1707,7,Illinois,2020,native american,0.000947372,0.000481315
1707,7,Illinois,2020,asian,0.078950873,0.004839502
1707,7,Illinois,2020,pacific islander,0.000206674,0.00012345
1707,7,Illinois,2020,other,0.00310982,0.00083918
1707,7,Illinois,2020,mixed,0.021820063,0.002241512
1707,7,Illinois,2020,hispanic or latino,0.166068838,0.006626053
1708,8,Illinois,2020,white,0.499717176,0.006494377
1708,8,Illinois,2020,black,0.052412046,0.003973644
1708,8,Illinois,2020,native american,0.000983184,0.000400609
1708,8,Illinois,2020,asian,0.133477496,0.005056981
1708,8,Illinois,2020,pacific islander,0.000481013,0.000349827
1708,8,Illinois,2020,other,0.002673076,0.000675675
1708,8,Illinois,2020,mixed,0.021010804,0.002831063
1708,8,Illinois,2020,hispanic or latino,0.289245205,0.005629682
1709,9,Illinois,2020,white,0.627498907,0.006651337
1709,9,Illinois,2020,black,0.089837193,0.004336749
1709,9,Illinois,2020,native american,0.001266265,0.0005283
1709,9,Illinois,2020,asian,0.130316276,0.004535379
1709,9,Illinois,2020,pacific islander,0.000332429,0.000188974
1709,9,Illinois,2020,other,0.00303738,0.000600027
1709,9,Illinois,2020,mixed,0.030855198,0.002681501
1709,9,Illinois,2020,hispanic or latino,0.116856353,0.005998894
1710,10,Illinois,2020,white,0.56362361,0.004789537
1710,10,Illinois,2020,black,0.067047846,0.002185049
1710,10,Illinois,2020,native american,0.001873304,0.000459115
1710,10,Illinois,2020,asian,0.11202698,0.003606323
1710,10,Illinois,2020,pacific islander,0.000344337,0.000145953
1710,10,Illinois,2020,other,0.003335671,0.001054265
1710,10,Illinois,2020,mixed,0.020983272,0.001561559
1710,10,Illinois,2020,hispanic or latino,0.23076498,0.003572314
1711,11,Illinois,2020,white,0.501907309,0.006213214
1711,11,Illinois,2020,black,0.108466445,0.003346327
1711,11,Illinois,2020,native american,0.00090592,0.000218814
1711,11,Illinois,2020,asian,0.081457499,0.002964448
1711,11,Illinois,2020,pacific islander,0.000235539,0.000144947
1711,11,Illinois,2020,other,0.001634836,0.000627175
1711,11,Illinois,2020,mixed,0.025990135,0.00265086
1711,11,Illinois,2020,hispanic or latino,0.279402316,0.004384651
1712,12,Illinois,2020,white,0.75429686,0.001850464
1712,12,Illinois,2020,black,0.167914076,0.002040293
1712,12,Illinois,2020,native american,0.00135778,0.000307203
1712,12,Illinois,2020,asian,0.012193938,0.000688309
1712,12,Illinois,2020,pacific islander,0.000144907,9.13E-05
1712,12,Illinois,2020,other,0.002399663,0.001011452
1712,12,Illinois,2020,mixed,0.025176171,0.002177955
1712,12,Illinois,2020,hispanic or latino,0.036516606,0.000791193
1713,13,Illinois,2020,white,0.778240581,0.004068129
1713,13,Illinois,2020,black,0.113270753,0.002457441
1713,13,Illinois,2020,native american,0.00154072,0.000288439
1713,13,Illinois,2020,asian,0.041163922,0.001003824
1713,13,Illinois,2020,pacific islander,0.000424091,0.000249885
1713,13,Illinois,2020,other,0.001442194,0.00043837
1713,13,Illinois,2020,mixed,0.026597765,0.001873424
1713,13,Illinois,2020,hispanic or latino,0.037319976,0.001436482
1714,14,Illinois,2020,white,0.769428937,0.006467433
1714,14,Illinois,2020,black,0.032106522,0.002750176
1714,14,Illinois,2020,native american,0.000567839,0.000236038
1714,14,Illinois,2020,asian,0.049706841,0.002759618
1714,14,Illinois,2020,pacific islander,0.000625837,0.000303477
1714,14,Illinois,2020,other,0.00133395,0.000542212
1714,14,Illinois,2020,mixed,0.019716566,0.002036668
1714,14,Illinois,2020,hispanic or latino,0.126513507,0.004438857
1715,15,Illinois,2020,white,0.903599649,0.002196504
1715,15,Illinois,2020,black,0.042337255,0.001378997
1715,15,Illinois,2020,native american,0.001393544,0.000248743
1715,15,Illinois,2020,asian,0.00629713,0.000673498
1715,15,Illinois,2020,pacific islander,0.000346204,0.000180375
1715,15,Illinois,2020,other,0.000640041,0.000296746
1715,15,Illinois,2020,mixed,0.017394568,0.001218987
1715,15,Illinois,2020,hispanic or latino,0.02799161,0.000922241
1716,16,Illinois,2020,white,0.818760095,0.00293253
1716,16,Illinois,2020,black,0.038351363,0.001898625
1716,16,Illinois,2020,native american,0.001039689,0.000270406
1716,16,Illinois,2020,asian,0.014792792,0.001022337
1716,16,Illinois,2020,pacific islander,0.000111344,8.24E-05
1716,16,Illinois,2020,other,0.001249362,0.000480079
1716,16,Illinois,2020,mixed,0.021912999,0.001363598
1716,16,Illinois,2020,hispanic or latino,0.103782357,0.002300619
1717,17,Illinois,2020,white,0.748762539,0.002984704
1717,17,Illinois,2020,black,0.116835534,0.002580725
1717,17,Illinois,2020,native american,0.001747613,0.000291515
1717,17,Illinois,2020,asian,0.013378634,0.001158663
1717,17,Illinois,2020,pacific islander,0.00026044,0.000102104
1717,17,Illinois,2020,other,0.001102431,0.000361065
1717,17,Illinois,2020,mixed,0.025521657,0.001889671
1717,17,Illinois,2020,hispanic or latino,0.092391152,0.002230019
1718,18,Illinois,2020,white,0.880290154,0.003811052
1718,18,Illinois,2020,black,0.039463655,0.001898389
1718,18,Illinois,2020,native american,0.001497301,0.000312592
1718,18,Illinois,2020,asian,0.027555189,0.00096775
1718,18,Illinois,2020,pacific islander,0.000369686,0.000225523
1718,18,Illinois,2020,other,0.001123332,0.00040537
1718,18,Illinois,2020,mixed,0.020100086,0.001438779
1718,18,Illinois,2020,hispanic or latino,0.029600596,0.001360274
1801,1,Indiana,2020,white,0.619248411,0.002089456
1801,1,Indiana,2020,black,0.181939059,0.001585249
1801,1,Indiana,2020,native american,0.001928836,0.000382694
1801,1,Indiana,2020,asian,0.013092618,0.000629909
1801,1,Indiana,2020,pacific islander,0.000201124,9.36E-05
1801,1,Indiana,2020,other,0.0024931,0.001398092
1801,1,Indiana,2020,mixed,0.020532811,0.001952579
1801,1,Indiana,2020,hispanic or latino,0.160564041,0.000565661
1802,2,Indiana,2020,white,0.7875378,0.001443669
1802,2,Indiana,2020,black,0.06711955,0.00168382
1802,2,Indiana,2020,native american,0.002431878,0.000310541
1802,2,Indiana,2020,asian,0.013322881,0.000518948
1802,2,Indiana,2020,pacific islander,0.000391971,0.000162861
1802,2,Indiana,2020,other,0.00252711,0.000655586
1802,2,Indiana,2020,mixed,0.026997708,0.002085452
1802,2,Indiana,2020,hispanic or latino,0.099671103,0.000748058
1803,3,Indiana,2020,white,0.824768822,0.000935283
1803,3,Indiana,2020,black,0.058993774,0.001602961
1803,3,Indiana,2020,native american,0.001279157,0.000279648
1803,3,Indiana,2020,asian,0.024421737,0.000691762
1803,3,Indiana,2020,pacific islander,0.000327818,0.000155212
1803,3,Indiana,2020,other,0.001701975,0.000433522
1803,3,Indiana,2020,mixed,0.025057301,0.001795637
1803,3,Indiana,2020,hispanic or latino,0.063449416,0.00052986
1804,4,Indiana,2020,white,0.839047512,0.001680538
1804,4,Indiana,2020,black,0.042023939,0.000991793
1804,4,Indiana,2020,native american,0.001667419,0.000283369
1804,4,Indiana,2020,asian,0.031200804,0.000865851
1804,4,Indiana,2020,pacific islander,0.000204656,0.000132501
1804,4,Indiana,2020,other,0.002468987,0.000721542
1804,4,Indiana,2020,mixed,0.019976228,0.001629374
1804,4,Indiana,2020,hispanic or latino,0.063410455,0.000392257
1805,5,Indiana,2020,white,0.802458045,0.00421047
1805,5,Indiana,2020,black,0.083962774,0.003579219
1805,5,Indiana,2020,native american,0.001276558,0.000231288
1805,5,Indiana,2020,asian,0.036408105,0.001524458
1805,5,Indiana,2020,pacific islander,0.000214676,6.52E-05
1805,5,Indiana,2020,other,0.003391377,0.000858706
1805,5,Indiana,2020,mixed,0.025520942,0.002047093
1805,5,Indiana,2020,hispanic or latino,0.046767522,0.002038149
1806,6,Indiana,2020,white,0.905792293,0.001224486
1806,6,Indiana,2020,black,0.025500415,0.000989863
1806,6,Indiana,2020,native american,0.000985698,0.000212411
1806,6,Indiana,2020,asian,0.016426443,0.000670552
1806,6,Indiana,2020,pacific islander,0.000136054,0.000112453
1806,6,Indiana,2020,other,0.00226294,0.000685823
1806,6,Indiana,2020,mixed,0.018942055,0.001199497
1806,6,Indiana,2020,hispanic or latino,0.029954103,0.000223517
1807,7,Indiana,2020,white,0.509751572,0.004470612
1807,7,Indiana,2020,black,0.299863768,0.004747253
1807,7,Indiana,2020,native american,0.001770759,0.000437144
1807,7,Indiana,2020,asian,0.036731834,0.00168855
1807,7,Indiana,2020,pacific islander,0.000181382,9.26E-05
1807,7,Indiana,2020,other,0.003585885,0.000942143
1807,7,Indiana,2020,mixed,0.033037641,0.003096545
1807,7,Indiana,2020,hispanic or latino,0.115077159,0.002104815
1808,8,Indiana,2020,white,0.894160371,0.001345831
1808,8,Indiana,2020,black,0.043482311,0.001301341
1808,8,Indiana,2020,native american,0.001067767,0.000271113
1808,8,Indiana,2020,asian,0.010929319,0.000556129
1808,8,Indiana,2020,pacific islander,0.000667354,0.000126519
1808,8,Indiana,2020,other,0.001665605,0.000610351
1808,8,Indiana,2020,mixed,0.020999419,0.00172678
1808,8,Indiana,2020,hispanic or latino,0.027027854,0.000312822
1809,9,Indiana,2020,white,0.882664715,0.001449333
1809,9,Indiana,2020,black,0.029213483,0.001197447
1809,9,Indiana,2020,native american,0.001528459,0.000523553
1809,9,Indiana,2020,asian,0.025953474,0.000793902
1809,9,Indiana,2020,pacific islander,0.000100227,8.44E-05
1809,9,Indiana,2020,other,0.002423907,0.000862478
1809,9,Indiana,2020,mixed,0.022850398,0.001321412
1809,9,Indiana,2020,hispanic or latino,0.035265337,0.000331012
1901,1,Iowa,2020,white,0.8718664,0.000894067
1901,1,Iowa,2020,black,0.03945797,0.00126929
1901,1,Iowa,2020,native american,0.003131174,0.00026395
1901,1,Iowa,2020,asian,0.016974328,0.000689635
1901,1,Iowa,2020,pacific islander,0.001770019,0.000284652
1901,1,Iowa,2020,other,0.001284817,0.000646937
1901,1,Iowa,2020,mixed,0.022844633,0.001592758
1901,1,Iowa,2020,hispanic or latino,0.042670659,#VALUE!
1902,2,Iowa,2020,white,0.844809189,0.000796139
1902,2,Iowa,2020,black,0.043158894,0.001306025
1902,2,Iowa,2020,native american,0.001815912,0.000302865
1902,2,Iowa,2020,asian,0.025691126,0.000876647
1902,2,Iowa,2020,pacific islander,0.000631288,0.000117568
1902,2,Iowa,2020,other,0.001187179,0.000536723
1902,2,Iowa,2020,mixed,0.023380663,0.001516881
1902,2,Iowa,2020,hispanic or latino,0.059325749,0.000134181
1903,3,Iowa,2020,white,0.823190201,0.00079289
1903,3,Iowa,2020,black,0.044206908,0.001186364
1903,3,Iowa,2020,native american,0.001705844,0.000288864
1903,3,Iowa,2020,asian,0.034568594,0.000824986
1903,3,Iowa,2020,pacific islander,0.000668073,0.000173556
1903,3,Iowa,2020,other,0.000735831,0.000361377
1903,3,Iowa,2020,mixed,0.023981665,0.001882966
1903,3,Iowa,2020,hispanic or latino,0.070942886,#VALUE!
1904,4,Iowa,2020,white,0.86347485,0.000635797
1904,4,Iowa,2020,black,0.017062989,0.000963651
1904,4,Iowa,2020,native american,0.003688685,0.000361037
1904,4,Iowa,2020,asian,0.021994067,0.000593322
1904,4,Iowa,2020,pacific islander,0.001619358,0.000264141
1904,4,Iowa,2020,other,0.000918521,0.000280069
1904,4,Iowa,2020,mixed,0.017806301,0.001148151
1904,4,Iowa,2020,hispanic or latino,0.073435229,0.000131407
2001,1,Kansas,2020,white,0.760533305,0.000814556
2001,1,Kansas,2020,black,0.029468875,0.001125751
2001,1,Kansas,2020,native american,0.004049837,0.000453169
2001,1,Kansas,2020,asian,0.016071715,0.000493323
2001,1,Kansas,2020,pacific islander,0.001094202,0.000213678
2001,1,Kansas,2020,other,0.000893431,0.000342745
2001,1,Kansas,2020,mixed,0.025104975,0.00132222
2001,1,Kansas,2020,hispanic or latino,0.162783661,0.000189298
2002,2,Kansas,2020,white,0.816684499,0.001437259
2002,2,Kansas,2020,black,0.044130423,0.001400944
2002,2,Kansas,2020,native american,0.011489693,0.000670442
2002,2,Kansas,2020,asian,0.016457945,0.000676029
2002,2,Kansas,2020,pacific islander,0.0006453,0.000287731
2002,2,Kansas,2020,other,0.00337735,0.000979124
2002,2,Kansas,2020,mixed,0.037388295,0.001796225
2002,2,Kansas,2020,hispanic or latino,0.069826495,0.00037852
2003,3,Kansas,2020,white,0.711708073,0.001476415
2003,3,Kansas,2020,black,0.080325224,0.001383494
2003,3,Kansas,2020,native american,0.002339808,0.000391043
2003,3,Kansas,2020,asian,0.050383945,0.001178293
2003,3,Kansas,2020,pacific islander,0.000507195,0.000198748
2003,3,Kansas,2020,other,0.002521778,0.001023424
2003,3,Kansas,2020,mixed,0.029272762,0.001971995
2003,3,Kansas,2020,hispanic or latino,0.122941214,0.00031619
2004,4,Kansas,2020,white,0.72806348,0.000564519
2004,4,Kansas,2020,black,0.062680898,0.001634206
2004,4,Kansas,2020,native american,0.006797688,0.000568659
2004,4,Kansas,2020,asian,0.03271724,0.001213232
2004,4,Kansas,2020,pacific islander,0.000374045,0.000176671
2004,4,Kansas,2020,other,0.001356777,0.000372665
2004,4,Kansas,2020,mixed,0.03987103,0.002102107
2004,4,Kansas,2020,hispanic or latino,0.128138841,8.28E-06
2101,1,Kentucky,2020,white,0.8689277,0.000783747
2101,1,Kentucky,2020,black,0.066860724,0.001470048
2101,1,Kentucky,2020,native american,0.001921085,0.000359159
2101,1,Kentucky,2020,asian,0.006601294,0.000666811
2101,1,Kentucky,2020,pacific islander,0.000768434,0.000210206
2101,1,Kentucky,2020,other,0.001195806,0.000456606
2101,1,Kentucky,2020,mixed,0.021026138,0.001738721
2101,1,Kentucky,2020,hispanic or latino,0.032698818,0.000256145
2102,2,Kentucky,2020,white,0.86437813,0.001232772
2102,2,Kentucky,2020,black,0.054475954,0.001206626
2102,2,Kentucky,2020,native american,0.001937399,0.000338587
2102,2,Kentucky,2020,asian,0.015777646,0.00072293
2102,2,Kentucky,2020,pacific islander,0.001279834,0.000133343
2102,2,Kentucky,2020,other,0.001831509,0.000501998
2102,2,Kentucky,2020,mixed,0.024737791,0.00142625
2102,2,Kentucky,2020,hispanic or latino,0.035581736,0.000473238
2103,3,Kentucky,2020,white,0.659860245,0.002788658
2103,3,Kentucky,2020,black,0.22144849,0.002119703
2103,3,Kentucky,2020,native american,0.001131045,0.000329105
2103,3,Kentucky,2020,asian,0.029201659,0.000963135
2103,3,Kentucky,2020,pacific islander,0.000604478,9.94E-05
2103,3,Kentucky,2020,other,0.003681942,0.001234478
2103,3,Kentucky,2020,mixed,0.025792403,0.002309106
2103,3,Kentucky,2020,hispanic or latino,0.058279736,0.000339851
2104,4,Kentucky,2020,white,0.892944252,0.002924784
2104,4,Kentucky,2020,black,0.033432092,0.001476794
2104,4,Kentucky,2020,native american,0.00106701,0.000311593
2104,4,Kentucky,2020,asian,0.012471574,0.000942634
2104,4,Kentucky,2020,pacific islander,0.000284099,0.000163652
2104,4,Kentucky,2020,other,0.001924545,0.000760653
2104,4,Kentucky,2020,mixed,0.023305321,0.001800169
2104,4,Kentucky,2020,hispanic or latino,0.034571108,0.000398001
2105,5,Kentucky,2020,white,0.952458891,0.001554517
2105,5,Kentucky,2020,black,0.014137741,0.000895506
2105,5,Kentucky,2020,native american,0.002151521,0.000477315
2105,5,Kentucky,2020,asian,0.004228055,0.000654685
2105,5,Kentucky,2020,pacific islander,0.000227842,0.00014853
2105,5,Kentucky,2020,other,0.000718135,0.000295618
2105,5,Kentucky,2020,mixed,0.012224156,0.001303602
2105,5,Kentucky,2020,hispanic or latino,0.013853659,0.000653243
2106,6,Kentucky,2020,white,0.814191811,0.001740158
2106,6,Kentucky,2020,black,0.085144174,0.001614022
2106,6,Kentucky,2020,native american,0.001369473,0.000308904
2106,6,Kentucky,2020,asian,0.021257727,0.000692459
2106,6,Kentucky,2020,pacific islander,0.000431178,0.000413159
2106,6,Kentucky,2020,other,0.003064583,0.001164825
2106,6,Kentucky,2020,mixed,0.025833364,0.001751742
2106,6,Kentucky,2020,hispanic or latino,0.048707688,0.000494246
2201,1,Louisiana,2020,white,0.71440397,0.005241026
2201,1,Louisiana,2020,black,0.137837491,0.003974403
2201,1,Louisiana,2020,native american,0.010293804,0.00085522
2201,1,Louisiana,2020,asian,0.022640884,0.001222989
2201,1,Louisiana,2020,pacific islander,0.000260555,0.000163315
2201,1,Louisiana,2020,other,0.002650433,0.000686919
2201,1,Louisiana,2020,mixed,0.023019873,0.002436005
2201,1,Louisiana,2020,hispanic or latino,0.088892989,0.002169216
2202,2,Louisiana,2020,white,0.2768579,0.004617176
2202,2,Louisiana,2020,black,0.609033683,0.005728929
2202,2,Louisiana,2020,native american,0.001808804,0.000346635
2202,2,Louisiana,2020,asian,0.024628723,0.001319733
2202,2,Louisiana,2020,pacific islander,4.41E-05,4.03E-05
2202,2,Louisiana,2020,other,0.003610045,0.001024779
2202,2,Louisiana,2020,mixed,0.015829239,0.001376456
2202,2,Louisiana,2020,hispanic or latino,0.06818749,0.002160481
2203,3,Louisiana,2020,white,0.671462122,0.001321275
2203,3,Louisiana,2020,black,0.242960521,0.002087563
2203,3,Louisiana,2020,native american,0.003319734,0.000490068
2203,3,Louisiana,2020,asian,0.015117012,0.000532074
2203,3,Louisiana,2020,pacific islander,0.000308043,0.00029786
2203,3,Louisiana,2020,other,0.002018826,0.000654273
2203,3,Louisiana,2020,mixed,0.023850408,0.002184304
2203,3,Louisiana,2020,hispanic or latino,0.040963334,0.000314407
2204,4,Louisiana,2020,white,0.577923071,0.002223689
2204,4,Louisiana,2020,black,0.340584145,0.002160616
2204,4,Louisiana,2020,native american,0.006613363,0.000508617
2204,4,Louisiana,2020,asian,0.010043508,0.000425413
2204,4,Louisiana,2020,pacific islander,0.000628055,0.0002013
2204,4,Louisiana,2020,other,0.003271789,0.000689787
2204,4,Louisiana,2020,mixed,0.019869612,0.001736544
2204,4,Louisiana,2020,hispanic or latino,0.041066458,0.000512643
2205,5,Louisiana,2020,white,0.595769158,0.00376341
2205,5,Louisiana,2020,black,0.35091744,0.002927844
2205,5,Louisiana,2020,native american,0.003418958,0.000469585
2205,5,Louisiana,2020,asian,0.007012832,0.000520715
2205,5,Louisiana,2020,pacific islander,0.000231429,0.000152043
2205,5,Louisiana,2020,other,0.002000783,0.000719851
2205,5,Louisiana,2020,mixed,0.01600761,0.001694005
2205,5,Louisiana,2020,hispanic or latino,0.02464179,0.00095128
2206,6,Louisiana,2020,white,0.662776089,0.003748889
2206,6,Louisiana,2020,black,0.238779429,0.005293214
2206,6,Louisiana,2020,native american,0.004475778,0.000608676
2206,6,Louisiana,2020,asian,0.022264449,0.001068955
2206,6,Louisiana,2020,pacific islander,0.000504295,0.000518129
2206,6,Louisiana,2020,other,0.003044636,0.001187169
2206,6,Louisiana,2020,mixed,0.021780276,0.002747844
2206,6,Louisiana,2020,hispanic or latino,0.046375047,0.001648706
2301,1,Maine,2020,white,0.918458836,0.002088558
2301,1,Maine,2020,black,0.017601275,0.000910285
